INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
10204015	1	2	4	15	0	561	22	-1	-1	Thiªt c¯t phiªn	50	-1	Hình thù quÕt kÏ d¸, xß½ng quÕt ðßþc làm t× s¡t tinh luy®n tråm nåm, có dao nh÷n, có th¬ làm vû khí lþi hÕi giªt ngß¶i.	2700	2160	175	3	3	-1	-1	Fan2_1	Phiªn	-1	1	1	458	458	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	2	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	14	1050	3	5	1	250	-1	0	0	0	1	-1
10204016	1	2	4	16	0	567	22	-1	-1	ThuÖ kính phiªn	60	-1	Không biªt làm t× v§t gì, giæa quÕt có mµt viên ng÷c, tß½ng truy«n do m¡t cüa phøc ma La Hán hoá thành, th¤y nó yêu ma không th¬ l¦n tr¯n.	3850	3080	187	3	3	-1	-1	Fan2_6	Phiªn	-1	1	1	543	543	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	2	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	1060	4	7	1	250	10204017	0	0	0	1	-1
10204017	1	2	4	17	0	571	22	-1	-1	Ngû hoä th¤t c¥m phiªn	70	-1	Xß½ng quÕt dài h½n b« m£t quÕt, phía ð¥u s¡c nh÷n, mang h°i câu, ðóng quÕt thì nhß kiªm, m· ra nhß lá ch¡n, bên trong có c½ quan, giªt ngß¶i vô hình.	5570	4456	200	3	3	-1	-1	Fan2_11	Phiªn	-1	1	1	628	628	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	2	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	1070	4	7	1	250	10204018	0	0	0	1	-1
10204018	1	2	4	18	0	578	22	-1	-1	Phong bài tông lß	80	-1	Trång sáng lÕnh Thiên S½n, tuyªt lúc ¦n lúc hi®n trong gió lÕnh. Ðßþc CØu Thiên Huy«n Næ sØ døng múa, sÑc mÕnh không th¬ tính ðßþc.	7450	5960	212	3	3	-1	-1	Fan2_15	Phiªn	-1	1	1	713	713	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	2	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	1080	4	7	1	250	10204019	0	0	0	1	-1
10204019	1	2	4	19	0	581	22	-1	-1	Ð¸nh phong ba	90	-1	Th¥n khí th¶i thßþng c±, quÕt trong tay vßþt qua sóng gió.	9950	7960	225	3	3	-1	-1	Fan3_5	Phiªn	-1	1	1	799	799	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	2	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	1090	4	7	1	250	10204020	0	0	0	1	-1
10204020	1	2	4	20	0	586	22	-1	-1	Phøng sô	100	-1	Giang h° tranh hùng b¤t khä vån, thª nhân kÖ ða thoÕi phøng sô.	16000	12800	237	3	3	-1	-1	Fan3_10	Phiªn	-1	1	1	884	884	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	2	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	1100	4	7	1	250	-1	0	0	0	1	-1
10204021	1	2	4	21	0	658	21	-1	-1	Sa khâu	110	-1	Thái dß½ng t§t hành, Chí nh¤t ð¸nh s·. Có dáng v¨ c¥u kÏ, nhßng ¦n chÑa sÑc lñc phi phàm.	19360	15488	249	3	3	-1	-1	Fan4_13	Phiªn	-1	1	1	969	969	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	2	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	110	1	1	1	250	-1	0	0	0	1	-1
10204022	1	2	4	22	0	659	21	-1	-1	Tß½ng huyªt	120	-1	Tam sinh thoái tÜ, do cß½ng dûng tß½ng lñc c¤u tÕo, thân phiªn có màu s¡c nhß huyªt, công lñc phi phàm.	23040	18432	255	3	3	-1	-1	Fan4_14	Phiªn	-1	1	1	1054	1054	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	2	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	120	2	2	1	250	-1	0	0	0	1	-1
10204023	1	2	4	23	0	457	21	-1	-1	130 ðánh r¾t	130	-1	130 ðánh r¾t	27040	21632	255	3	3	-1	-1	Fan4_15	Phiªn	-1	1	1	1139	1139	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	2	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	130	2	3	1	250	-1	0	0	0	1	-1
10204024	1	2	4	24	0	458	21	-1	-1	140 ðánh r¾t	140	-1	140 ðánh r¾t	31360	25088	255	3	3	-1	-1	Fan4_16	Phiªn	-1	1	1	1224	1224	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	2	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	140	3	4	1	250	-1	0	0	0	1	-1
10204025	1	2	4	25	0	459	21	-1	-1	150 ðánh r¾t	150	-1	150 ðánh r¾t	36000	28800	255	3	3	-1	-1	Fan4_17	Phiªn	-1	1	1	1310	1310	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	2	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	150	3	5	1	250	-1	0	0	0	1	-1
10204026	1	2	4	26	0	658	22	-1	-1	San hô phiªn	110	-1	Xích s¡c huÏnh quang, ðÕo cø này do vô danh häi tØ trong Minh ngøc san hô c¤u tÕo ra. 	19360	15488	249	3	3	-1	-1	Fan4_13	Phiªn	-1	1	1	969	969	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	2	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	1110	4	7	1	250	-1	0	0	0	1	-1
10204027	1	2	4	27	0	659	22	-1	-1	Vong xuyên phiªn	120	-1	Vong xuyên chi thuÖ, thü chi b¤t ki®t, tích niên chi sñ, tòng thØ vong hoài.	23040	18432	255	3	3	-1	-1	Fan4_14	Phiªn	-1	1	1	1054	1054	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	2	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	1120	4	7	1	250	-1	0	0	0	1	-1
10204028	1	2	4	28	0	462	22	-1	-1	130 c¤u tÕo	130	-1	130 c¤u tÕo	27040	21632	255	3	3	-1	-1	Fan4_15	Phiªn	-1	1	1	1139	1139	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	2	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	1130	4	7	1	250	-1	0	0	0	1	-1
10204029	1	2	4	29	0	463	22	-1	-1	140 c¤u tÕo	140	-1	140 c¤u tÕo	31360	25088	255	3	3	-1	-1	Fan4_16	Phiªn	-1	1	1	1224	1224	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	2	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	1140	4	7	1	250	-1	0	0	0	1	-1
10204030	1	2	4	30	0	464	22	-1	-1	150 c¤u tÕo	150	-1	150 c¤u tÕo	36000	28800	255	3	3	-1	-1	Fan4_17	Phiªn	-1	1	1	1310	1310	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	2	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	1150	4	7	1	250	-1	0	0	0	1	-1
10205001	1	2	5	1	0	502	21	-1	-1	Tân thiªt hoàn	10	-1	Là vû khí dÕng khuyên làm t× thép tinh luy®n, thích hþp cho nhæng ngß¶i m¾i vào giang h° sØ døng.	180	144	125	3	3	-1	-1	Annulus1_3	Khuyên	-1	1	1	117	117	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	2	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	10	1	1	1	250	-1	0	0	0	1	-1
10205002	1	2	5	2	0	504	21	-1	-1	Khuyên bÕch ng÷c	20	-1	Thân khuyên khäm bÕch ng÷c bäo v® tay, sáng óng ánh, n±i lên tia sáng tr¡ng lÕnh.	540	432	137	3	3	-1	-1	Annulus1_5	Khuyên	-1	1	1	202	202	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	2	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	20	1	2	1	250	-1	0	0	0	1	-1
10205003	1	2	5	3	0	509	21	-1	-1	Khuyên anh hùng	30	-1	Tß½ng truy«n do anh hùng Møc Thiên làm ra, có c¯t s¡t, s¡c bén.	1150	920	150	3	3	-1	-1	Annulus1_10	Khuyên	-1	1	1	287	287	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	2	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	30	1	3	1	250	-1	0	0	0	1	-1
10205004	1	2	5	4	0	513	21	-1	-1	Khuyên tØ mçu ô kim	40	-1	Là v§t tiªn c¯ng cüa Ba Tß, có màu vàng óng, không biªt chª tÕo t× v§t gì, hai khuyên có th¬ cäm Ñng lçn nhau, tß½ng minh tß½ng hþp.	1780	1424	162	3	3	-1	-1	Annulus1_16	Khuyên	-1	1	1	373	373	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	2	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	40	2	4	1	250	-1	0	0	0	1	-1
10205005	1	2	5	5	0	517	21	-1	-1	Khuyên trøc nh§t	50	-1	Do ðÕo nhân phái Tiêu Dao ðúc nên, không có chiêu thÑc thân pháp c¯ ð¸nh, tâm ðªn ðâu thì khuyên ðªn ðó.	2700	2160	175	3	3	-1	-1	Annulus2_2	Khuyên	-1	1	1	458	458	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	2	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	14	50	2	4	1	250	-1	0	0	0	1	-1
10205006	1	2	5	6	0	522	21	-1	-1	Khuyên thiên mÕch	60	-1	Trên khuyên có kh¡c th¥n thú, v§t t±, nghe nói bên trong ¦n gi¤u thiên cñc, ðªn nay vçn không ai hi¬u rõ.	3850	3080	187	3	3	-1	-1	Annulus2_7	Khuyên	-1	1	1	543	543	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	2	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	60	2	5	1	250	10205007	0	0	0	1	-1
10205007	1	2	5	7	0	525	21	-1	-1	Phong hoä luân	70	-1	Tß½ng truy«n là vû khí cüa Tam Thái tØ Na Tra ch¯n tiên gi¾i, sau lßu lÕc nhân gian, träi qua tråm tr§n, ðánh ðâu th¡ng ðó.	5570	4456	200	3	3	-1	-1	Annulus2_10	Khuyên	-1	1	1	628	628	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	2	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	70	3	5	1	250	10205008	0	0	0	1	-1
10205008	1	2	5	8	0	531	21	-1	-1	Thanh giác	80	-1	Toàn thân trong su¯t, ánh sáng, truy«n thuyªt có công hi®u khiªn con ngß¶i t¦y tuÖ thanh c¯t, thoát thai hoán c¯t.	7450	5960	212	3	3	-1	-1	Annulus2_16	Khuyên	-1	1	1	713	713	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	2	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	80	3	6	1	250	10205009	0	0	0	1	-1
10205009	1	2	5	9	0	536	21	-1	-1	Trích tinh	90	-1	Th¥n khí th¶i thßþng c±, khuyên này h­ xu¤t hi®n, ánh sáng xuyên tr¶i, nh§t nguy®t tranh giành chiªu sáng, Tinh Túc tránh né, quÖ th¥n bi ai kêu khóc.	9950	7960	225	3	3	-1	-1	Annulus3_5	Khuyên	-1	1	1	799	799	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	2	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	90	4	6	1	250	10205010	0	0	0	1	-1
10205010	1	2	5	10	0	541	21	-1	-1	Thái hoàng	100	-1	Thª hi®u giang h° binh khí phä, thiên niên t¯i th¸nh s¯ thái hoàng.	16000	12800	237	3	3	-1	-1	Annulus3_10	Khuyên	-1	1	1	884	884	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	2	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	100	4	7	1	250	-1	0	0	0	1	-1
10205011	1	2	5	11	0	502	22	-1	-1	Khuyên bÕch ngân	10	-1	Vû khí dÕng khuyên làm t× bÕc tr¡ng, thích hþp cho ngß¶i m¾i vào giang h° sØ døng.	180	144	125	3	3	-1	-1	Annulus1_3	Khuyên	-1	1	1	117	117	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	2	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	1010	1	1	1	250	-1	0	0	0	1	-1
10205012	1	2	5	12	0	504	22	-1	-1	Khuyên minh nguy®t	20	-1	Khuyên to nhß m£t trång, ánh sáng chiªu tÑ phía, khi khua lên gi¯ng nhß trång sáng m÷c trên bi¬n.	540	432	137	3	3	-1	-1	Annulus1_5	Khuyên	-1	1	1	202	202	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	2	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	1020	2	2	1	250	-1	0	0	0	1	-1
10205013	1	2	5	13	0	509	22	-1	-1	Ngû hành luân	30	-1	Trong khuyên hàm chÑa ðÕo lý Ngû hành, thích hþp sØ døng trong b¯ tr§n.	1150	920	150	3	3	-1	-1	Annulus1_10	Khuyên	-1	1	1	287	287	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	2	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	1030	2	3	1	250	-1	0	0	0	1	-1
10205014	1	2	5	14	0	513	22	-1	-1	Thiên ð¸a Kim cang khuyên	40	-1	Là v§t tiªn c¯ng cüa Ba Tß, có màu vàng óng, không biªt chª tÕo t× v§t gì, hai khuyên có th¬ cäm Ñng lçn nhau, tß½ng minh tß½ng hþp.	1780	1424	162	3	3	-1	-1	Annulus1_16	Khuyên	-1	1	1	373	373	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	2	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	1040	3	4	1	250	-1	0	0	0	1	-1
10205015	1	2	5	15	0	518	22	-1	-1	Nhiªp tinh khuyên	50	-1	Do ðÕo nhân phái Tiêu Dao ðúc nên, không có chiêu thÑc thân pháp c¯ ð¸nh, tâm ðªn ðâu thì khuyên ðªn ðó.	2700	2160	175	3	3	-1	-1	Annulus2_3	Khuyên	-1	1	1	458	458	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	2	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	14	1050	3	5	1	250	-1	0	0	0	1	-1
10205016	1	2	5	16	0	522	22	-1	-1	Thiên lÕc khuyên	60	-1	Ðßþc kh¡c nhæng hoa vån huy«n bí, truy«n thuyªt k¬ lÕi v§t này gi¤u nhæng bí m§t t× thiên cñc, ðªn nay vçn chßa ai thông hi¬u các bí m§t này.	3850	3080	187	3	3	-1	-1	Annulus2_7	Khuyên	-1	1	1	543	543	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	2	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	1060	4	7	1	250	10205017	0	0	0	1	-1
10205017	1	2	5	17	0	526	22	-1	-1	Càn Khôn khuyên	70	-1	Th¥n binh thßþng c± trong truy«n thuyªt, ¦n chÑa sÑc mÕnh to l¾n, có th¬ ngh¸ch chuy¬n Càn Khôn, vßþt qua sinh tØ.	5570	4456	200	3	3	-1	-1	Annulus2_11	Khuyên	-1	1	1	628	628	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	2	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	1070	4	7	1	250	10205018	0	0	0	1	-1
10205018	1	2	5	18	0	532	22	-1	-1	V§n m®nh	80	-1	Hình dáng kÏ d¸, kèm theo th¥n lñc, tß½ng truy«n có th¬ khiªn con ngß¶i vßþt qua ðÕo lý th¤t sinh th¤t gi¾i luân h°i.	7450	5960	212	3	3	-1	-1	Annulus3_1	Khuyên	-1	1	1	713	713	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	2	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	1080	4	7	1	250	10205019	0	0	0	1	-1
10205019	1	2	5	19	0	537	22	-1	-1	Thám Hoa	90	-1	Th¥n khí thßþng c±, khuyên này h­ xu¤t hi®n, ánh sáng muôn trßþng, tråm hoa ganh s¡c, vÕn v§t tránh, yêu ma t§t b®nh biªn m¤t.	9950	7960	225	3	3	-1	-1	Annulus3_6	Khuyên	-1	1	1	799	799	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	2	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	1090	4	7	1	250	10205020	0	0	0	1	-1
10205020	1	2	5	20	0	542	22	-1	-1	Träm quan	100	-1	Không không vô v§t th¬ ðoÕt tß½ng, minh minh hæu khí hi®u träm quan.	16000	12800	237	3	3	-1	-1	Annulus3_11	Khuyên	-1	1	1	884	884	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	2	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	1100	4	7	1	250	-1	0	0	0	1	-1
10205021	1	2	5	21	0	656	21	-1	-1	HÕ ph¤t hoàn	110	-1	Truy«n thiªt ð°n r¢ng ðÕo cø này có 1 th¥n lñc có th¬ chém ðá y nhß chém bùn, còn ¦n chÑa 1 loÕi sÑc mÕnh lÕ thß¶ng.	19360	15488	249	3	3	-1	-1	Annulus4_13	Khuyên	-1	1	1	969	969	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	2	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	110	1	1	1	250	-1	0	0	0	1	-1
10205022	1	2	5	22	0	657	21	-1	-1	Tích lan	120	-1	Binh khí này ð¥u tiên ðßþc tìm th¤y · phong toÕi ðài, Ô ngân quang trÕch, Nhçn lß½ng bính ôn, bän thân và ngu°n g¯c cüa nó hi®n chßa ai biªt, ðßþc xªp vào th¥n m§t chi khí.	23040	18432	255	3	3	-1	-1	Annulus4_14	Khuyên	-1	1	1	1054	1054	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	2	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	120	2	2	1	250	-1	0	0	0	1	-1
10205023	1	2	5	23	0	457	21	-1	-1	130 ðánh r¾t	130	-1	130 ðánh r¾t	27040	21632	255	3	3	-1	-1	Annulus4_15	Khuyên	-1	1	1	1139	1139	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	2	1	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	130	2	3	1	250	-1	0	0	0	1	-1
